,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,sentenceNumber,sentence,reviewNumber
1187,gp:AOqpTOHewAm1eUrylP6JqvKnG4eqxwioy-TcRz6ZAbZjWrlwHhcBVHAVD0rzce7vc6wwPnUsrAAPdalVIGFzIg,Laurie Bahr,https://play-lh.googleusercontent.com/a/AATXAJyZ7-0ejjjI_NRZ46MG6cNGzghP9Qvgx6G2zV4o=mo,would not download. tried 4x. waited up to 30 min each time. terrible.,1,1,7.5,2021-06-09 15:46:02,nan,nan,2,tried 4x.,660
1188,gp:AOqpTOHewAm1eUrylP6JqvKnG4eqxwioy-TcRz6ZAbZjWrlwHhcBVHAVD0rzce7vc6wwPnUsrAAPdalVIGFzIg,Laurie Bahr,https://play-lh.googleusercontent.com/a/AATXAJyZ7-0ejjjI_NRZ46MG6cNGzghP9Qvgx6G2zV4o=mo,would not download. tried 4x. waited up to 30 min each time. terrible.,1,1,7.5,2021-06-09 15:46:02,nan,nan,3,waited up to 30 min each time.,660
1189,gp:AOqpTOHewAm1eUrylP6JqvKnG4eqxwioy-TcRz6ZAbZjWrlwHhcBVHAVD0rzce7vc6wwPnUsrAAPdalVIGFzIg,Laurie Bahr,https://play-lh.googleusercontent.com/a/AATXAJyZ7-0ejjjI_NRZ46MG6cNGzghP9Qvgx6G2zV4o=mo,would not download. tried 4x. waited up to 30 min each time. terrible.,1,1,7.5,2021-06-09 15:46:02,nan,nan,4,terrible.,660
1190,gp:AOqpTOFZ5b1UrF3COMo8m8H6LT_duoil0NSuBX3VxEpea8-wDov1FqzbzM5DJeXhOEMTYrQEulawRTz82FAk_Q,Brenda Frederick,https://play-lh.googleusercontent.com/a/AATXAJxlbfy20NugsjHezXquTkZYSGcGavFX3hIAJN9p=mo,great,4,0,7.6,2021-06-09 11:39:31,nan,nan,1,great,661
1191,gp:AOqpTOHjUXaP_AVX8lrUGIDtOJygnsQgj61flZzBIbYBqE0iXJQ3v-puxPmrrDjrjdtwaSI1TzLCQprkSKwyBw,Irene Lofton,https://play-lh.googleusercontent.com/a/AATXAJzI4IIsb0Q9Z1IDLs56ZGSkiSz8xplC4Wr5ztGu=mo,"i very seldom give five stars. would like to here but some things are missing. perhaps be better if i actually go to mayo clinic. however too old, no transpotation. i find the app very useful. thank you for all the many ways you help every one. do not need response from any one. no more to tell.",4,3,7.6,2021-06-08 14:56:14,nan,nan,1,i very seldom give five stars.,662
1192,gp:AOqpTOHjUXaP_AVX8lrUGIDtOJygnsQgj61flZzBIbYBqE0iXJQ3v-puxPmrrDjrjdtwaSI1TzLCQprkSKwyBw,Irene Lofton,https://play-lh.googleusercontent.com/a/AATXAJzI4IIsb0Q9Z1IDLs56ZGSkiSz8xplC4Wr5ztGu=mo,"i very seldom give five stars. would like to here but some things are missing. perhaps be better if i actually go to mayo clinic. however too old, no transpotation. i find the app very useful. thank you for all the many ways you help every one. do not need response from any one. no more to tell.",4,3,7.6,2021-06-08 14:56:14,nan,nan,2,would like to here but some things are missing.,662
1193,gp:AOqpTOHjUXaP_AVX8lrUGIDtOJygnsQgj61flZzBIbYBqE0iXJQ3v-puxPmrrDjrjdtwaSI1TzLCQprkSKwyBw,Irene Lofton,https://play-lh.googleusercontent.com/a/AATXAJzI4IIsb0Q9Z1IDLs56ZGSkiSz8xplC4Wr5ztGu=mo,"i very seldom give five stars. would like to here but some things are missing. perhaps be better if i actually go to mayo clinic. however too old, no transpotation. i find the app very useful. thank you for all the many ways you help every one. do not need response from any one. no more to tell.",4,3,7.6,2021-06-08 14:56:14,nan,nan,3,perhaps be better if i actually go to mayo clinic.,662
1194,gp:AOqpTOHjUXaP_AVX8lrUGIDtOJygnsQgj61flZzBIbYBqE0iXJQ3v-puxPmrrDjrjdtwaSI1TzLCQprkSKwyBw,Irene Lofton,https://play-lh.googleusercontent.com/a/AATXAJzI4IIsb0Q9Z1IDLs56ZGSkiSz8xplC4Wr5ztGu=mo,"i very seldom give five stars. would like to here but some things are missing. perhaps be better if i actually go to mayo clinic. however too old, no transpotation. i find the app very useful. thank you for all the many ways you help every one. do not need response from any one. no more to tell.",4,3,7.6,2021-06-08 14:56:14,nan,nan,4,"however too old, no transportation.",662
1195,gp:AOqpTOHjUXaP_AVX8lrUGIDtOJygnsQgj61flZzBIbYBqE0iXJQ3v-puxPmrrDjrjdtwaSI1TzLCQprkSKwyBw,Irene Lofton,https://play-lh.googleusercontent.com/a/AATXAJzI4IIsb0Q9Z1IDLs56ZGSkiSz8xplC4Wr5ztGu=mo,"i very seldom give five stars. would like to here but some things are missing. perhaps be better if i actually go to mayo clinic. however too old, no transpotation. i find the app very useful. thank you for all the many ways you help every one. do not need response from any one. no more to tell.",4,3,7.6,2021-06-08 14:56:14,nan,nan,5,i find the app very useful.,662
1196,gp:AOqpTOHjUXaP_AVX8lrUGIDtOJygnsQgj61flZzBIbYBqE0iXJQ3v-puxPmrrDjrjdtwaSI1TzLCQprkSKwyBw,Irene Lofton,https://play-lh.googleusercontent.com/a/AATXAJzI4IIsb0Q9Z1IDLs56ZGSkiSz8xplC4Wr5ztGu=mo,"i very seldom give five stars. would like to here but some things are missing. perhaps be better if i actually go to mayo clinic. however too old, no transpotation. i find the app very useful. thank you for all the many ways you help every one. do not need response from any one. no more to tell.",4,3,7.6,2021-06-08 14:56:14,nan,nan,6,thank you for all the many ways you help every one.,662
1197,gp:AOqpTOHjUXaP_AVX8lrUGIDtOJygnsQgj61flZzBIbYBqE0iXJQ3v-puxPmrrDjrjdtwaSI1TzLCQprkSKwyBw,Irene Lofton,https://play-lh.googleusercontent.com/a/AATXAJzI4IIsb0Q9Z1IDLs56ZGSkiSz8xplC4Wr5ztGu=mo,"i very seldom give five stars. would like to here but some things are missing. perhaps be better if i actually go to mayo clinic. however too old, no transpotation. i find the app very useful. thank you for all the many ways you help every one. do not need response from any one. no more to tell.",4,3,7.6,2021-06-08 14:56:14,nan,nan,7,do not need response from any one.,662
